Attendance,Hours_Studied,Support_Multiplier,Overcoming_Odds,Disadvantage_Score,Tutoring_Sessions,Motivation_Sustainability,Access_to_Resources,Parental_Education_Level,Previous_Scores,Inefficiency_Flag,Teacher_Quality,Motivation_Level,Effort_Payoff,Family_Income,Sleep_Hours,Physical_Activity,Peer_Influence,Support_Index,Resilience_Score,Exam_Score
77,12,2.4,65,5,2,1.3860000000000001,Low,High School,90,False,Low,Medium,6.923076923076923,Medium,6,2,Neutral,4.0,0,63
94,16,4.0,50,7,3,1.5979999999999999,Medium,High School,85,False,High,Medium,5.0,Low,8,2,Neutral,5.0,0,68
84,26,5.2,41,3,1,0.9408000000000001,Medium,College,56,True,Medium,Medium,2.074074074074074,Medium,8,2,Negative,4.0,0,67
68,11,2.75,94,1,1,1.3464,High,Postgraduate,99,False,Medium,Medium,8.25,High,5,4,Neutral,5.0,0,66
83,3,1.05,39,4,2,0.48969999999999997,Low,High School,59,False,High,Low,14.75,Medium,7,5,Positive,7.0,0,63
80,17,3.4,53,3,0,1.088,Medium,College,68,False,Medium,Medium,3.7777777777777777,Medium,7,5,Negative,4.0,0,65
76,23,6.8999999999999995,65,4,2,0.646,High,High School,85,False,Medium,Low,3.5416666666666665,Low,6,3,Positive,6.0,0,66
65,27,4.050000000000001,32,5,2,0.741,Medium,Postgraduate,57,True,Low,Medium,2.0357142857142856,Low,8,4,Negative,3.0,0,65
77,17,5.1,34,5,2,0.9086,Medium,High School,59,False,High,Medium,3.2777777777777777,Medium,5,4,Neutral,6.0,0,65
63,18,4.5,74,4,2,1.1844,Low,High School,94,False,High,Medium,4.947368421052632,Medium,6,2,Neutral,5.0,0,63
64,27,6.75,47,4,0,0.8576,High,High School,67,False,Medium,Medium,2.392857142857143,Low,8,3,Positive,5.0,0,65
77,9,2.7,53,6,1,1.2782,High,High School,83,False,High,Medium,8.3,Low,7,4,Neutral,6.0,0,62
72,18,5.4,78,3,1,1.3392,Medium,College,93,False,Medium,Medium,4.894736842105263,Medium,7,3,Positive,6.0,0,66
97,21,3.1500000000000004,79,4,1,1.9205999999999999,Low,Postgraduate,99,False,Medium,Medium,4.5,High,7,3,Negative,3.0,0,71
75,23,6.8999999999999995,16,9,2,1.3725,Low,High School,61,False,Medium,High,2.5416666666666665,Low,8,2,Positive,6.0,1,64
90,17,4.25,41,3,0,0.5040000000000001,Medium,College,56,False,Medium,Low,3.111111111111111,Medium,8,4,Neutral,5.0,0,67
81,20,4.0,77,2,1,1.4094,Medium,High School,87,False,Medium,Medium,4.142857142857143,High,8,3,Neutral,4.0,0,68
88,5,0.75,34,5,3,1.0384,Medium,College,59,False,Medium,Medium,9.833333333333334,Low,7,3,Negative,3.0,0,63
70,16,4.0,59,4,0,1.6589999999999998,Medium,College,79,False,High,High,4.647058823529412,High,6,3,Negative,5.0,0,64
98,23,6.8999999999999995,62,3,1,1.5092,High,Postgraduate,77,False,High,Medium,3.2083333333333335,Low,6,1,Neutral,6.0,0,74
81,14,4.8999999999999995,58,4,2,1.2636,Medium,Postgraduate,78,False,High,Medium,5.2,High,5,4,Positive,7.0,0,68
93,20,7.0,67,3,1,0.7626,Medium,High School,82,False,High,Low,3.9047619047619047,Medium,6,3,Positive,7.0,0,68
75,23,4.6,88,1,2,1.395,High,Postgraduate,93,False,Low,Medium,3.875,Medium,6,3,Neutral,4.0,0,69
64,18,3.6,29,7,4,0.8192,Medium,High School,64,False,Medium,Medium,3.3684210526315788,Low,9,4,Negative,4.0,0,61
87,21,6.300000000000001,48,6,1,2.0358,High,High School,78,False,Medium,High,3.5454545454545454,Low,5,2,Positive,6.0,1,69
60,14,4.8999999999999995,37,6,3,0.402,Low,High School,67,False,High,Low,4.466666666666667,High,9,3,Positive,7.0,0,61
79,19,5.699999999999999,61,1,3,0.5214000000000001,High,High School,66,False,Medium,Low,3.3,High,7,3,Positive,6.0,0,67
68,24,3.5999999999999996,21,6,0,0.6936000000000001,High,High School,51,True,Low,Medium,2.04,Low,7,4,Neutral,3.0,0,63
85,21,6.300000000000001,55,5,3,1.36,Medium,College,80,False,High,Medium,3.6363636363636362,Low,8,3,Positive,6.0,0,68
99,16,3.2,74,5,0,0.9801,Medium,College,99,False,Medium,Low,5.823529411764706,Low,5,5,Neutral,4.0,0,68
79,21,5.25,68,4,2,0.6952,Low,High School,88,False,Medium,Low,4.0,High,6,1,Neutral,5.0,0,67
93,24,4.8,42,4,1,1.7298,Medium,College,62,True,Medium,High,2.48,High,5,3,Negative,4.0,0,69
80,8,1.6,66,4,2,1.3760000000000001,Medium,High School,86,False,Medium,Medium,9.555555555555555,Low,6,3,Neutral,4.0,0,64
80,27,6.75,20,9,1,0.52,Low,Postgraduate,65,False,Medium,Low,2.3214285714285716,Low,6,4,Positive,5.0,0,67
97,18,3.6,83,1,1,0.8536,High,High School,88,False,Medium,Low,4.631578947368421,High,9,3,Neutral,4.0,0,70
96,23,4.6,63,6,5,0.8928,High,High School,93,False,Medium,Low,3.875,Low,6,4,Negative,4.0,0,72
91,27,6.75,52,3,1,1.2194,High,High School,67,False,High,Medium,2.392857142857143,High,4,2,Neutral,5.0,0,71
72,12,3.0,25,5,1,1.08,Medium,College,50,False,Medium,High,3.8461538461538463,Low,6,3,Positive,5.0,0,62
82,16,4.800000000000001,40,5,2,1.599,Medium,Postgraduate,65,False,Medium,High,3.823529411764706,Low,8,5,Positive,6.0,1,67
69,18,3.6,40,4,3,0.828,High,College,60,False,Medium,Medium,3.1578947368421053,Low,9,2,Negative,4.0,0,64
78,15,3.0,66,3,0,1.2636,Medium,High School,81,False,Low,Medium,5.0625,Medium,7,2,Neutral,4.0,0,64
79,30,4.5,45,4,1,1.0270000000000001,Medium,Postgraduate,65,False,Medium,Medium,2.096774193548387,Low,6,4,Negative,3.0,0,70
93,15,3.0,27,5,3,0.9672000000000001,Medium,College,52,False,Medium,Medium,3.25,Low,7,5,Negative,4.0,0,68
96,17,3.4,62,3,1,1.4784,Medium,Postgraduate,77,False,Medium,Medium,4.277777777777778,Medium,8,3,Neutral,4.0,0,70
77,21,5.25,69,5,1,0.7238,Low,High School,94,False,High,Low,4.2727272727272725,Medium,5,3,Negative,5.0,0,65
61,13,3.25,43,6,2,0.4453,Low,High School,73,False,Medium,Low,5.214285714285714,High,7,2,Positive,5.0,0,59
94,18,6.3,54,3,1,1.2972,Medium,High School,69,False,High,Medium,3.6315789473684212,Medium,7,2,Positive,7.0,0,69
67,22,7.700000000000001,34,5,2,1.1859000000000002,Medium,Postgraduate,59,False,High,High,2.5652173913043477,Low,7,3,Positive,7.0,1,67
85,18,4.5,49,4,2,1.1729999999999998,High,High School,69,False,Medium,Medium,3.6315789473684212,Low,7,4,Positive,5.0,0,68
61,19,4.75,52,3,1,0.4087,Medium,College,67,False,Medium,Low,3.35,Medium,6,1,Positive,5.0,0,62
76,17,3.4,95,1,0,0.76,Medium,High School,100,False,Medium,Low,5.555555555555555,High,8,4,Neutral,4.0,0,65
99,11,3.3000000000000003,47,1,0,1.0296,Medium,College,52,False,High,Medium,4.333333333333333,High,7,5,Neutral,6.0,0,69
64,22,5.5,37,5,3,0.7936,Medium,Postgraduate,62,False,Medium,Medium,2.6956521739130435,Low,7,4,Neutral,5.0,0,65
77,31,7.75,33,4,1,1.2243000000000002,Low,High School,53,True,Medium,High,1.65625,Medium,5,2,Neutral,5.0,0,68
72,20,7.0,63,6,4,1.3392,Low,High School,93,False,High,Medium,4.428571428571429,Low,8,2,Positive,7.0,0,68
96,21,4.2,61,2,3,2.0448,Medium,High School,71,False,Medium,High,3.227272727272727,Medium,6,3,Negative,4.0,0,71
95,24,6.0,55,7,3,1.71,Low,High School,90,False,Low,Medium,3.6,Low,9,4,Positive,5.0,0,71
70,12,3.0,80,1,1,1.7849999999999997,Medium,Postgraduate,85,False,Medium,High,6.538461538461538,High,5,3,Positive,5.0,0,66
63,30,9.0,76,4,4,1.2096,High,Postgraduate,96,False,Medium,Medium,3.096774193548387,Low,8,3,Positive,6.0,0,71
85,21,4.2,26,5,2,0.4335,Medium,College,51,False,Medium,Low,2.3181818181818183,Low,4,3,Neutral,4.0,0,66
73,30,6.0,30,6,0,0.876,Low,High School,60,True,Low,Medium,1.935483870967742,Low,4,4,Positive,4.0,0,66
87,16,4.800000000000001,80,1,2,1.4789999999999999,High,High School,85,False,High,Medium,5.0,Medium,6,1,Neutral,6.0,0,69
61,31,6.2,54,5,0,0.9638,Medium,High School,79,False,Low,Medium,2.46875,Low,4,3,Positive,4.0,0,65
65,25,5.0,55,6,2,1.105,Low,Postgraduate,85,False,Medium,Medium,3.269230769230769,Low,8,3,Negative,4.0,0,66
87,23,4.6,54,5,2,1.3746,Low,High School,79,False,Medium,Medium,3.2916666666666665,Medium,7,2,Neutral,4.0,0,67
68,21,4.2,69,2,1,0.5372,Medium,Postgraduate,79,False,High,Low,3.590909090909091,High,9,4,Negative,4.0,0,66
94,19,3.8,82,3,0,1.8235999999999999,Medium,High School,97,False,Medium,Medium,4.85,Medium,7,3,Neutral,4.0,0,69
62,27,5.4,66,6,2,1.1904,Low,High School,96,False,Medium,Medium,3.4285714285714284,Low,7,4,Neutral,4.0,0,66
69,21,4.2,32,4,0,0.3588,Medium,Postgraduate,52,False,Medium,Low,2.3636363636363638,Low,7,3,Negative,4.0,0,64
100,8,2.8000000000000003,56,3,0,1.42,High,Postgraduate,71,False,High,Medium,7.888888888888889,Low,6,2,Positive,7.0,0,70
77,13,2.6,51,5,1,0.5852,Medium,College,76,False,Low,Low,5.428571428571429,Medium,6,4,Neutral,4.0,0,62
88,19,4.75,33,7,1,1.7952000000000001,Medium,High School,68,False,Low,High,3.4,Low,5,5,Positive,5.0,0,67
67,22,2.2,27,5,1,0.6968000000000001,Medium,College,52,False,Low,Medium,2.260869565217391,Medium,8,2,Negative,2.0,0,60
84,20,4.0,44,6,1,0.6215999999999999,Low,Postgraduate,74,False,Medium,Low,3.5238095238095237,High,7,3,Neutral,4.0,0,66
89,27,9.450000000000001,84,3,0,1.7622,Medium,High School,99,False,High,Medium,3.5357142857142856,Medium,7,2,Positive,7.0,0,72
73,8,2.4000000000000004,44,2,2,0.7884,High,High School,54,False,Medium,Medium,6.0,Medium,10,3,Positive,6.0,0,63
93,21,4.2,61,6,1,0.8463,Low,Postgraduate,91,False,Medium,Low,4.136363636363637,High,6,3,Negative,4.0,0,69
84,9,2.7,45,3,1,1.512,High,College,60,False,Medium,High,6.0,Low,7,3,Positive,6.0,1,66
76,25,7.5,64,3,2,1.2008,Medium,College,79,False,Medium,Medium,3.0384615384615383,Medium,7,2,Positive,6.0,0,69
82,19,3.8,59,2,2,0.5658,Medium,College,69,False,Medium,Low,3.45,Medium,9,3,Neutral,4.0,0,68
83,23,2.3,32,7,3,1.1122,Low,High School,67,False,Low,Medium,2.7916666666666665,Low,7,4,Negative,2.0,0,66
67,15,3.75,84,2,0,0.6298,Medium,Postgraduate,94,False,Low,Low,5.875,High,7,2,Positive,5.0,0,63
76,28,7.0,84,3,1,2.2572,Medium,High School,99,False,Medium,High,3.413793103448276,Medium,10,3,Neutral,5.0,0,70
74,26,7.800000000000001,44,5,2,1.0211999999999999,Medium,Postgraduate,69,False,High,Medium,2.5555555555555554,Low,6,4,Positive,6.0,0,68
76,24,7.199999999999999,67,3,2,1.2464,Medium,College,82,False,Medium,Medium,3.28,Medium,7,4,Positive,6.0,0,68
90,19,3.8,53,5,1,1.4040000000000001,Medium,High School,78,False,Medium,Medium,3.9,Low,8,3,Neutral,4.0,0,67
79,23,5.75,39,3,1,0.42660000000000003,High,High School,54,False,Medium,Low,2.25,Low,6,1,Neutral,5.0,0,67
98,16,4.800000000000001,22,6,3,1.0192,Low,College,52,False,High,Medium,3.0588235294117645,Low,8,3,Neutral,6.0,0,69
72,25,6.25,64,5,3,0.6408,Medium,High School,89,False,High,Low,3.423076923076923,Low,6,5,Neutral,5.0,0,68
77,30,9.0,45,5,0,1.0779999999999998,Low,High School,70,False,High,Medium,2.2580645161290325,Medium,9,1,Neutral,6.0,0,67
91,26,7.800000000000001,55,2,0,0.5915,Medium,High School,65,False,High,Low,2.4074074074074074,Medium,8,2,Neutral,6.0,0,70
82,16,4.0,94,1,3,0.8118,High,Postgraduate,99,False,Medium,Low,5.823529411764706,Medium,7,3,Positive,5.0,0,70
82,22,4.4,29,5,2,0.8856,Low,College,54,False,Medium,Medium,2.347826086956522,Medium,5,2,Neutral,4.0,0,66
62,12,2.4,48,3,0,1.1718,High,High School,63,False,Medium,High,4.846153846153846,Low,6,2,Negative,4.0,0,61
76,23,4.6,63,6,2,1.4136000000000002,High,College,93,False,Medium,Medium,3.875,Low,7,2,Negative,4.0,0,68
71,23,4.6,36,7,1,0.5041,Medium,Postgraduate,71,False,Low,Low,2.9583333333333335,Low,8,2,Neutral,4.0,0,64
100,9,2.25,34,9,1,1.58,Low,Postgraduate,79,False,Medium,Medium,7.9,Low,7,2,Positive,5.0,0,66
72,13,4.55,37,3,3,0.7488,High,High School,52,False,High,Medium,3.7142857142857144,High,8,4,Positive,7.0,0,65
95,18,1.8,86,2,3,1.8239999999999998,High,Postgraduate,96,False,Low,Medium,5.052631578947368,Medium,8,6,Negative,2.0,0,73
87,18,5.4,27,6,3,0.9917999999999999,Low,High School,57,False,High,Medium,3.0,High,8,4,Positive,6.0,0,66
74,13,3.9000000000000004,46,3,2,0.9027999999999999,High,High School,61,False,Medium,Medium,4.357142857142857,Low,7,3,Positive,6.0,0,65
82,22,4.4,48,2,0,0.9511999999999998,High,College,58,False,Medium,Medium,2.5217391304347827,Medium,7,4,Negative,4.0,0,68
94,22,6.6000000000000005,50,5,0,0.705,Medium,High School,75,False,High,Low,3.260869565217391,Low,7,3,Neutral,6.0,0,69
95,19,5.699999999999999,71,4,1,2.5934999999999997,High,College,91,False,High,High,4.55,Medium,6,4,Neutral,6.0,1,72
66,15,3.0,48,3,3,0.8316,Medium,High School,63,False,Medium,Medium,3.9375,Medium,9,3,Neutral,4.0,0,63
74,26,6.5,32,5,0,0.8435999999999999,Medium,High School,57,True,Medium,Medium,2.111111111111111,Medium,8,1,Positive,5.0,0,65
73,30,6.0,60,2,0,0.511,Medium,College,70,False,Medium,Low,2.2580645161290325,Medium,9,4,Negative,4.0,0,69
62,17,2.55,79,4,2,1.2276,Low,High School,99,False,Medium,Medium,5.5,Medium,6,3,Negative,3.0,0,62
84,16,3.2,41,2,0,0.4284,High,Postgraduate,51,False,Medium,Low,3.0,Medium,8,3,Negative,4.0,0,66
94,23,5.75,30,9,3,1.41,Low,Postgraduate,75,False,Medium,Medium,3.125,Low,9,2,Neutral,5.0,0,69
75,18,5.4,63,4,2,1.2449999999999999,Medium,Postgraduate,83,False,Medium,Medium,4.368421052631579,Low,9,4,Positive,6.0,0,67
90,19,4.75,70,4,0,0.81,High,College,90,False,Medium,Low,4.5,Low,5,2,Neutral,5.0,0,94
85,24,6.0,72,3,2,2.2184999999999997,Medium,High School,87,False,Medium,High,3.48,Medium,7,2,Neutral,5.0,0,71
75,9,2.25,29,5,2,0.405,Medium,High School,54,False,Medium,Low,5.4,Low,7,4,Positive,5.0,0,61
66,28,8.399999999999999,53,4,2,0.9636,Medium,College,73,False,Medium,Medium,2.5172413793103448,Low,9,2,Positive,6.0,0,68
88,20,2.0,44,2,0,0.4752,Medium,High School,54,False,Low,Low,2.5714285714285716,High,4,4,Negative,2.0,0,66
94,18,2.7,81,0,0,1.5228,High,High School,81,False,Low,Medium,4.2631578947368425,High,5,5,Negative,3.0,0,71
87,19,5.699999999999999,19,7,3,0.46980000000000005,Medium,High School,54,False,High,Low,2.7,Low,9,4,Positive,6.0,0,66
61,20,2.0,17,7,2,0.6344,Medium,Postgraduate,52,False,Low,Medium,2.4761904761904763,Low,6,2,Negative,2.0,0,60
69,10,3.0,50,3,0,0.44849999999999995,Medium,High School,65,False,Medium,Low,5.909090909090909,Medium,5,3,Positive,6.0,0,60
63,29,7.25,62,7,3,1.8333000000000002,Low,High School,97,False,High,High,3.2333333333333334,Medium,9,3,Negative,5.0,0,66
83,20,6.0,65,4,1,1.4109999999999998,Low,College,85,False,High,Medium,4.0476190476190474,High,5,2,Neutral,6.0,0,67
90,23,4.6,15,7,4,0.45,Low,High School,50,False,Medium,Low,2.0833333333333335,Medium,9,3,Neutral,4.0,0,67
64,26,3.9000000000000004,54,2,2,0.8192,Medium,High School,64,False,Medium,Medium,2.3703703703703702,High,5,1,Negative,3.0,0,64
94,14,3.5,36,3,0,0.9588,Medium,College,51,False,High,Medium,3.4,Medium,5,3,Neutral,5.0,0,66
82,23,4.6,45,4,1,1.599,Low,High School,65,False,High,High,2.7083333333333335,Medium,7,3,Negative,4.0,0,68
88,18,6.3,64,4,1,1.4784,Low,Postgraduate,84,False,High,Medium,4.421052631578948,Medium,6,3,Positive,7.0,0,70
99,25,7.5,68,4,3,1.7424,Medium,College,88,False,Medium,Medium,3.3846153846153846,Low,7,4,Positive,6.0,0,75
63,7,2.0999999999999996,75,3,0,1.1340000000000001,High,High School,90,False,Medium,Medium,11.25,Low,10,2,Positive,6.0,0,86
96,19,4.75,80,3,3,2.7359999999999998,Medium,College,95,False,High,High,4.75,Medium,7,3,Negative,5.0,0,73
65,16,3.2,48,4,1,0.8840000000000001,Low,High School,68,False,Medium,Medium,4.0,High,9,3,Neutral,4.0,0,61
76,23,3.4499999999999997,88,1,0,1.4136000000000002,High,High School,93,False,Medium,Medium,3.875,Medium,7,6,Negative,3.0,0,68
94,23,5.75,66,4,1,1.6167999999999998,High,College,86,False,High,Medium,3.5833333333333335,Low,8,0,Neutral,5.0,0,70
96,16,5.6000000000000005,67,2,1,2.2176,Medium,High School,77,False,High,High,4.529411764705882,High,4,2,Positive,7.0,1,71
80,16,5.6000000000000005,88,2,2,2.3520000000000003,Medium,Postgraduate,98,False,High,High,5.764705882352941,Medium,8,4,Positive,7.0,1,71
84,19,3.8,82,3,2,2.4444,Medium,College,97,False,Medium,High,4.85,Medium,8,1,Neutral,4.0,0,68
88,15,3.0,80,3,2,1.672,High,High School,95,False,Medium,Medium,5.9375,Low,6,4,Negative,4.0,0,70
93,25,7.5,45,3,1,0.558,Medium,College,60,True,Medium,Low,2.3076923076923075,Medium,10,3,Positive,6.0,0,70
65,18,5.4,50,2,0,0.39,High,High School,60,False,High,Low,3.1578947368421053,Medium,6,3,Neutral,6.0,0,62
92,3,0.75,75,4,3,2.622,Low,Postgraduate,95,False,Medium,High,23.75,Medium,5,1,Neutral,5.0,0,67
79,18,4.5,55,3,3,1.659,Medium,College,70,False,Medium,High,3.6842105263157894,Medium,8,3,Positive,5.0,0,68
78,14,3.5,85,1,1,1.4040000000000001,High,Postgraduate,90,False,Medium,Medium,6.0,Medium,5,3,Neutral,5.0,0,68
77,10,2.5,69,3,2,0.6468,High,High School,84,False,High,Low,7.636363636363637,Low,7,1,Neutral,5.0,0,64
80,13,3.9000000000000004,83,1,1,1.4080000000000001,High,Postgraduate,88,False,High,Medium,6.285714285714286,High,9,3,Positive,6.0,0,68
98,21,5.25,31,4,0,0.9996,High,High School,51,False,Medium,Medium,2.3181818181818183,Medium,8,3,Neutral,5.0,0,69
82,28,7.0,61,2,1,0.5821999999999999,High,High School,71,False,High,Low,2.4482758620689653,Medium,7,3,Neutral,5.0,0,70
98,22,5.5,68,5,4,1.8228,Medium,High School,93,False,Medium,Medium,4.043478260869565,Low,6,4,Neutral,5.0,0,73
67,16,5.6000000000000005,69,1,1,0.9916,Medium,Postgraduate,74,False,High,Medium,4.352941176470588,High,9,3,Positive,7.0,0,66
89,23,5.75,50,7,0,0.7565,Medium,Postgraduate,85,False,Medium,Low,3.5416666666666665,Low,5,3,Positive,5.0,0,68
92,17,4.25,68,4,1,2.4288000000000003,Medium,High School,88,False,Medium,High,4.888888888888889,High,8,3,Neutral,5.0,0,68
87,16,4.800000000000001,31,5,2,0.4872,Medium,Postgraduate,56,False,High,Low,3.2941176470588234,Medium,10,0,Neutral,6.0,0,65
84,13,2.6,33,5,2,1.4616,Medium,Postgraduate,58,False,Low,High,4.142857142857143,Low,8,3,Neutral,4.0,0,66
83,9,1.8,56,6,0,1.4276,Low,College,86,False,Medium,Medium,8.6,Low,7,1,Negative,4.0,0,62
94,18,5.4,18,7,3,0.4982,Low,High School,53,False,High,Low,2.789473684210526,Medium,7,2,Neutral,6.0,0,67
93,21,7.3500000000000005,57,2,1,1.8693000000000002,High,Postgraduate,67,False,High,High,3.0454545454545454,Medium,6,3,Positive,7.0,1,73
65,19,5.699999999999999,71,5,2,1.248,Low,Postgraduate,96,False,High,Medium,4.8,Medium,6,2,Neutral,6.0,0,65
94,18,3.6,64,3,2,2.2278,Low,High School,79,False,Medium,High,4.157894736842105,High,7,4,Neutral,4.0,0,70
77,14,3.5,86,2,3,1.4784,Medium,Postgraduate,96,False,Medium,Medium,6.4,Medium,8,2,Neutral,5.0,0,68
70,24,6.0,55,2,3,0.9099999999999999,Medium,High School,65,False,Low,Medium,2.6,Medium,9,3,Positive,5.0,0,67
95,12,2.4,47,7,2,2.3369999999999997,Medium,High School,82,False,Medium,High,6.3076923076923075,Low,4,3,Negative,4.0,0,66
77,25,5.0,29,7,3,0.4928,Low,College,64,False,Medium,Low,2.4615384615384617,Low,4,4,Neutral,4.0,0,65
92,14,3.5,36,4,1,0.5152000000000001,Low,High School,56,False,Medium,Low,3.7333333333333334,Medium,9,4,Neutral,5.0,0,66
71,15,2.25,85,3,2,0.71,High,High School,100,False,Low,Low,6.25,Low,7,4,Neutral,3.0,0,66
60,11,2.75,39,4,2,1.0619999999999998,High,College,59,False,Medium,High,4.916666666666667,Low,7,1,Positive,5.0,0,60
80,17,4.25,44,3,0,0.944,Low,College,59,False,High,Medium,3.2777777777777777,High,8,4,Negative,5.0,0,66
64,26,9.1,72,4,2,0.5888,Medium,College,92,False,High,Low,3.4074074074074074,Low,7,4,Positive,7.0,0,68
90,23,6.8999999999999995,65,5,3,0.81,Medium,High School,90,False,Medium,Low,3.75,Low,10,5,Positive,6.0,0,72
71,26,6.5,79,4,1,1.4058,High,College,99,False,Medium,Medium,3.6666666666666665,Medium,8,3,Positive,5.0,0,68
78,23,5.75,29,5,0,1.2636,Medium,Postgraduate,54,False,Medium,High,2.25,Low,6,3,Neutral,5.0,0,67
63,13,2.6,45,2,0,1.0395,Medium,Postgraduate,55,False,Low,High,3.9285714285714284,Medium,6,4,Positive,4.0,0,62
71,18,5.4,62,2,0,1.5335999999999999,Medium,College,72,False,High,High,3.789473684210526,High,7,5,Positive,6.0,1,66
91,15,3.75,60,4,0,1.4560000000000002,Medium,Postgraduate,80,False,Medium,Medium,5.0,Low,6,3,Positive,5.0,0,69
66,28,8.399999999999999,27,5,0,0.3432,Medium,High School,52,True,High,Low,1.793103448275862,Low,10,3,Positive,6.0,0,64
86,13,3.25,33,5,0,0.9975999999999999,Medium,High School,58,False,Medium,Medium,4.142857142857143,Medium,7,3,Positive,5.0,0,63
97,25,7.5,70,3,2,1.649,High,,85,False,Medium,Medium,3.269230769230769,High,5,2,Positive,6.0,0,74
87,25,8.75,73,2,0,1.4442,Medium,College,83,False,High,Medium,3.1923076923076925,Medium,8,4,Positive,7.0,0,72
92,31,9.3,29,5,1,0.9936000000000001,Medium,College,54,True,Medium,Medium,1.6875,Low,9,3,Positive,6.0,0,71
64,18,3.6,77,4,2,1.2416,High,High School,97,False,Medium,Medium,5.105263157894737,Medium,9,3,Negative,4.0,0,64
70,24,4.8,48,3,0,0.44099999999999995,High,High School,63,True,Medium,Low,2.52,Low,6,3,Neutral,4.0,0,65
96,34,8.5,79,3,1,2.7072,Medium,High School,94,False,High,High,2.6857142857142855,Medium,5,5,Negative,5.0,0,75
89,16,3.2,86,2,2,1.7087999999999999,Medium,College,96,False,Low,Medium,5.647058823529412,Medium,9,3,Positive,4.0,0,69
86,11,1.6500000000000001,60,3,1,1.29,Medium,Postgraduate,75,False,Low,Medium,6.25,Medium,5,4,Neutral,3.0,0,65
87,9,2.25,26,9,0,0.6176999999999999,Low,College,71,False,High,Low,7.1,Low,8,1,Neutral,5.0,0,60
77,24,7.199999999999999,54,2,2,0.9856,Medium,High School,64,False,Medium,Medium,2.56,High,6,4,Positive,6.0,0,69
62,9,2.25,90,0,4,1.674,High,College,90,False,Medium,High,9.0,High,9,4,Neutral,5.0,0,65
91,18,6.3,40,4,0,0.546,Medium,High School,60,False,High,Low,3.1578947368421053,High,5,4,Positive,7.0,0,67
87,23,5.75,61,4,5,0.7047,Low,High School,81,False,High,Low,3.375,Medium,6,2,Neutral,5.0,0,70
79,21,7.3500000000000005,43,7,1,0.6162000000000001,Low,College,78,False,High,Low,3.5454545454545454,Low,8,4,Positive,7.0,0,66
96,23,6.8999999999999995,37,5,0,1.1904,Medium,High School,62,False,High,Medium,2.5833333333333335,Low,8,4,Neutral,6.0,0,69
73,21,6.300000000000001,84,3,2,1.4454,Medium,Postgraduate,99,False,High,Medium,4.5,Medium,9,3,Neutral,6.0,0,69
72,28,5.6,82,2,1,0.6624,Medium,High School,92,False,Medium,Low,3.1724137931034484,Medium,8,2,Negative,4.0,0,68
95,14,4.199999999999999,36,3,5,0.969,Medium,College,51,False,Medium,Medium,3.4,Medium,8,4,Positive,6.0,0,70
92,16,3.2,36,7,2,1.9596,Low,High School,71,False,Medium,High,4.176470588235294,Low,9,2,Neutral,4.0,0,66
81,15,4.5,58,2,0,0.5508000000000001,Medium,High School,68,False,High,Low,4.25,Medium,5,3,Positive,6.0,0,65
65,25,5.0,59,7,1,1.222,Medium,College,94,False,High,Medium,3.6153846153846154,Low,6,4,Negative,4.0,0,65
69,25,6.25,43,4,1,0.8694,Medium,High School,63,True,Medium,Medium,2.423076923076923,High,5,2,Neutral,5.0,0,65
86,23,5.75,65,7,0,1.72,Medium,Postgraduate,100,False,High,Medium,4.166666666666667,Low,4,3,Negative,5.0,0,69
75,27,6.75,45,3,4,0.8999999999999999,Medium,Postgraduate,60,True,Medium,Medium,2.142857142857143,Medium,8,2,Positive,5.0,0,69
93,13,2.6,42,4,0,0.5766,High,High School,62,False,Medium,Low,4.428571428571429,Low,9,3,Neutral,4.0,0,65
98,30,9.0,68,3,1,2.4402,High,High School,83,False,High,High,2.6774193548387095,Low,8,3,Neutral,6.0,1,76
92,29,4.35,48,2,2,0.5336,High,College,58,True,Low,Low,1.9333333333333333,Medium,8,3,Neutral,3.0,0,72
75,24,4.8,69,5,2,1.41,Low,High School,94,False,High,Medium,3.76,Medium,7,4,Negative,4.0,0,67
92,31,10.85,35,4,3,1.0120000000000002,Medium,High School,55,True,High,Medium,1.71875,Low,7,3,Positive,7.0,0,74
74,10,3.0,84,3,2,2.1977999999999995,Medium,College,99,False,High,High,9.0,Medium,10,3,Neutral,6.0,1,66
67,17,4.25,79,3,2,1.2596,High,High School,94,False,Low,Medium,5.222222222222222,Low,9,3,Positive,5.0,0,66
61,16,4.0,87,1,4,1.6836000000000002,High,High School,92,False,High,High,5.411764705882353,High,6,3,Neutral,5.0,0,66
75,24,6.0,55,3,5,1.575,High,College,70,False,High,High,2.8,High,9,5,Negative,5.0,0,71
96,14,3.5,41,7,0,1.4592,Low,High School,76,False,High,Medium,5.066666666666666,Low,9,3,Neutral,5.0,0,66
70,25,2.5,43,6,1,1.5329999999999997,High,Postgraduate,73,False,Low,High,2.8076923076923075,Low,8,2,Negative,2.0,0,65
68,28,7.0,84,3,1,1.3464,High,High School,99,False,Medium,Medium,3.413793103448276,High,8,3,Neutral,5.0,0,69
99,24,6.0,17,7,1,0.5148,Low,High School,52,True,High,Low,2.08,Low,8,2,Negative,5.0,0,69
61,22,6.6000000000000005,44,5,2,0.42089999999999994,Medium,,69,False,High,Low,3.0,Low,5,2,Neutral,6.0,0,63
